id,brand,name,price,currency,description,rating,category,product_type,tag_list
485,milani,Milani Baked Bronzer ,9.99,None,"Crafted on Italian terracotta tiles, these sunbaked bronzers are all about a swirly, shimmery, streak-free glow. Available in five shades, from soft gold to tantalizingly tan, it can be dusted on eyes, face, body – anywhere and everywhere you want to glow.Features:Multi-purpose powder for eyes, face & bodyEasy to use and streak-free for a perfect radiant finishAttractive, shiny gold compactMirror & brush applicator includedStreak-freeApplication: Glide brush over color and lightly tap off excess powder. Lightly apply to cheeks, forehead, chin and/or nose and blend well for a soft glow. Ingredients: Talc, Mica, Dimethicone, Octyldodecyl Stearoyl Stearate, Polysorbate 20, Magnesium Aluminum Silicate Phenoxyethanol, Sodium Dehydroacetate, Tocopheryl Acetate, Cetearyl Ethylhexanoate, Ethylhexyl Methoxycinnamate, Simmondsia Chinensis (Jojoba) Seed Oil, Acrylamide/Sodium Acryloyldimethyl Taurate Copolymer, Isohexadecane, Polysorbate 80, Sorbitan Stearate, Zea Mays (Corn) Starch, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499). ",4.0,None,bronzer,['Vegan']
484,physicians formula,Physicians Formula Organic Wear 100% Natural Origin Bronzer ,21.99,None,"Physicians Formula Organic Wear 100% Natural Origin Bronzer is made of 
the finest Italian powder which delivers a buildable natural tan glow.Two shades blend together for the most natural finish. A 100% natural origin bronzer, formulated with 15% certified organic 
ingredients, including jojoba seed oil and corn starch to moisturize and
 mattify the skin. Includes mirror and natural goat hair brush. Directions: May
 be worn alone or over makeup. Lightly brush powder over face and neck 
for a natural-looking tan glow. For the most even application, be sure 
to tap excess powder from brush before applying. For best results on dry
 to very dry skin, apply moisturizer prior to using powder.Ingredients: MICA, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL*, MAGNESIUM STEARATE, ZEA 
MAYS (CORN) STARCH*, KAOLIN, CALCIUM CARBONATE, ZINC STEARATE, OLEA 
EUROPAEA (OLIVE) FRUIT OIL*, GLYCERIN, GLYCINE SOJA (SOYBEAN) OIL*, 
GLYCERYL CAPRYLATE, CINNAMIC ACID, SODIUM LEVULINATE, TOCOPHEROL, WATER.
  MAY CONTAIN: IRON OXIDES, TITANIUM DIOXIDE, ULTRAMARINES.  *PRODUCED 
FROM ORGANIC FARMING.100% Free of Harsh Chemicals. 100% Free of Synthetic Preservatives. 100%
 Free of Parabens.  100% Free of GMO's. 100% Free of Synthetic Colors. 
100% Free of Synthetic Fragrances. 100% Cruelty Free.",2.5,None,bronzer,"['Gluten Free', 'Natural']"
483,dr. hauschka,Dr. Hauschka Translucent Bronzing Tint,45.0,None,"Dr. Hauschka Translucent Bronzing Tint is ideal for use alone or with all 
Dr.Hauschka moisturizers. This liquid mineral tint offers a sun-kissed 
glow while gently blending and softening the appearance of blemishes and
 imperfections. Skin looks healthy, fresh, even-toned and radiant.Features: A
 soothing combination of olive oil, beeswax and mineral pigments nourish
 and bring color to the skin for a sheer, sun-kissed appearanceAnthyllis and witch hazel tone and firm skinCan be blended with body moisturizers and sunscreens to add or even colorUsed as directed, Translucent Bronzing Tint lasts approximately 4-5 monthsFormerly known as Translucent Bronze ConcentrateIngredients: Water (Aqua), Olea Europaea (Olive) Fruit Oil, Alcohol, Anthyllis 
Vulneraria Extract, Hamamelis Virginiana (Witch Hazel) Bark/Leaf 
Extract, Lysolecithin, Beeswax (Cera Alba), Fragrance (Parfum), Citral*,
 Linalool*, Farnesol*, Benzyl Benzoate*, Limonene*, Citronellol*, 
Geraniol*, Benzyl Salicylate*, Coumarin*, Eugenol*, Cetearyl Alcohol, 
Algin, Silica, Arachis Hypogaea (Peanut) Oil, Chlorophyllin-Copper 
Complex (CI 75810), Iron Oxides (CI 77491, CI 77492, CI 77499)*Component of natural essential oilsDr. Hauschka Skin Care has been 100% natural for over 45 years and is 
certified natural by NATRUE, a non-profit, international association 
founded by the pioneers of natural and organic cosmetics. NATRUE 
certification ensures that a product has met the strongest criteria 
available for natural and organic ingredients in cosmetics and is free 
of synthetic preservatives, fragrances, dyes and petroleum derived 
synthetics. ",4.6,None,bronzer,['Natural']
481,pure anada,Pure Anada Loose Mineral Luminous Bronzer,12.0,None,"Impart a healthy glow, with a Pure Anada luminous mineral bronzer!Shade Range:Ingredients: Mica,  Iron Oxides, Ultramarines, May contain: Titanium Dioxide",5.0,None,bronzer,"['Canadian', 'Natural']"
479,physicians formula,Physicians Formula Bronze Booster Glow-Boosting BB Cream,19.99,None,"Physicians Formula Bronze Booster Glow-Boosting BB Cream combines the best features of a BB Cream with the glowing finish of a bronzer. Weightless BB Cream formula delivers makeup + skincare performance, instantly absorbing into skin, while leaving behind a smooth, even and natural sunkissed glow.Hypoallergenic. Paraben-Free. Gluten Free. Oil Free. Fragrance Free. Non-Comedogenic. Dermatologist approved. ",4.0,None,bronzer,['Gluten Free']
478,e.l.f.,e.l.f. Studio Bronzer,4.99,None,"Create a healthy looking glow all year round!  The sheer soft powders 
provide the perfect hue of color.  Blend all 4 colors together to 
achieve a blend of perfection or choose your favorite color or colors to
 mix, match and blend.Golden Bronzer: An illuminating shimmer that is subtle and radiant.  Ideal for summer or year-round.

					Ingredients: Talc, Paraffinum Liquidum (Mineral Oil), Magnesium Stearate, 
Hydrogenated Polyisobutene, Sodium Dehydroacetate
May Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 
CI 77492, CI 77499), Red 7 Lake (CI 15850), Blue 1 Lake (CI 42090), Red 
40 Lake (CI 16035)
",4.4,None,bronzer,['Vegan']
475,None,Fake Bake Blush Legal Sunburn,15.99,None,"Give your cheeks a sun kissed glow with Fake Bake Blush in Legal Sunburn. Paraben Free. Brush the powder blush over your cheeks, nose, and brow arches, and instantly wake up a tired or pale face.
The naturally derived red and pink hues give you a fresh, sexy color-minus the skin damage.Ingredients: Mica, Talc, Nylon-12, Ethylhexyl Palmitate, Parafinum Liquidum, Petrolatum, Kaolin, Magnesium Stearate, Tocopheryl Acetate, Caprylic/Capric, Triglyceride, Silica, Phenoxyethanol, Proctone Olamine, [may contain ( +/-): C!75470, CI77891, CI77499, CI45410:2, CI77492, CI19140:1]",5.0,powder,blush,[]
471,cargo cosmetics,Cargo Cosmetics Contour Palette,36.0,None,"This Cargo Cosmetics Contour Palette is a ​simple and easy system that can help you contour 
and highlight flawlessly.
The textures, colours and finishes were specially designed to be 'fool 
proof'. With ease of application top of mind and the embossed shades 
give step by step directions. It's the closest thing to having a make-up 
artist in your make-up kit!
 
Features:
 Includes coordinated shades with a highlighter, blush and contour color, each embossed with their application stepThe embossed shades give step-by-step directions: the closest thing to having a make-up artist in your make-up kit!Textures, colors and finishes were specially designed to be 'fool-proof', with ease of application being top of mindSold in a stunning brushed silver compact with mirrorIngredients: Talc, Octyldodecyl Stearate, Octyldodecyl Stearoyl Stearate, Zinc 
Stearate, Boron Nitride, Tocopheryl Acetate, 
Phenoxyethanol, Silica, Caprylyl Glycol, Carthamus Tinctorius 
(Safflower) Seed Oil, Sorbic Acid (A Preservative), Aloe Vera (Aloe 
Barbadensis) Extract. May Contain (+/-): Mica (CI 77019), 
Titanium Dioxide (CI 77891), Iron Oxides (CI 77491/CI 77492/CI 77499), 
Red 6 Lake (CI 15850), Red 7 Lake (CI 15850:1), Red 27 Lake (CI 
45410:2), Bismuth Oxychloride (CI 77163), Manganese Violet (CI 77742), 
Ultramarines (CI 77007), Tin Oxide (CI 77861).",5.0,None,bronzer,[]
467,sante,Sante Rouge,23.49,None,"Sante Rouge is a soft powder blush with silky-smooth texture. It's formulated with organic jojoba and chamomile for natural freshness.  Colours:Ingredients: Talc, Magnesium Stearate, Mica, Lauryl Lactate, Lauroyl Lysine, Olea Europaea (Olive) Fruit Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Chamomilla Recutita (Matricaria) Extract*, Parfum (Essential Oils), Bisabolol, Tocopheryl Acetate, [+/- CI 77891, CI 77491, CI 77492, CI 75470, CI 77007, CI 77499] * organically grown",3.0,powder,blush,['Natural']
465,covergirl,CoverGirl truBLEND Blush in Medium Rose,13.99,None,"Never stop blushing with CoverGirl's New truBLEND blush! Features:New marbled baked formulaUltra-blendable and delivers a beautiful, multi-toned result Designed to fit light, medium and deep skin tones alikeHow to Apply: Step 1: Lightly dip brush into blush, then tap or blow off excess powder. Step 2: Next, sweep the blush over and under your cheekbone to create a beautiful, rosy looking flush. ",5.0,powder,blush,[]
463,nyx,NYX High Definition Blush,7.99,None,This NYX High Definition Blush is a high definition lightweight blush that blends evenly.  This vibrant and silky blush delivers a beautiful flush of colour and is paraben free. ,4.0,powder,blush,[]
462,physicians formula,Physicians Formula Nude Wear Touch of Glow Palette in Light,19.99,None,"
Physicians Formula Nude Wear Touch of Glow Palette is an all in 1 palette can be used as an all-over illuminating powder, as a bronzer, as a blush or as a highlighter. Features: Micro-fine iridescent Mother of Pearl pigments bathe skin in the perfect balance of transparent and pearlescent shimmerHypoallergenicFragrance, Gluten & Paraben freeNon-comedogenicDermatologist approvedDirections: May be worn alone or over makeup.  Blend all shades together and apply evenly over face and neck to even out skin tone.  Apply lightest shade to highlight.  Powder shade to even out skin tone, darkest shade as bronzer and blush shade to accentuate cheeks.Ingredients: Mica, Ethylhexyl Palmitate, Polybutene, Water, Kaolin, Diisostearyl Malate, Ethylhexyl Isononanoate, Mother of Pearl Powder, Nylon-12, Octyldodecyl Stearoyl Stearate, Calcium Aluminum Borosilicate, Boron Nitride, Lactic Acid, Magnesium Stearate, Synthetic Fluorphlogopite, Synthetic Wax, Tetrahexyldecyl Ascorbate, Tin Oxide, Tropaeolum Majus Flower/Stem/Leaf Extract, Ethylhexylglycerin, Phenoxyethanol. May Contain: Titanium Dioxide, Iron Oxides, Red 30, Red 40 Lake.",3.8,None,bronzer,['Gluten Free']
461,dr. hauschka,Dr. Hauschka Rouge Powder ,31.0,None,"Dr. Hauschka Rouge Powder is made with real silk, rose blossoms and jojoba oil to nurture the skin while contouring and adding a healthy hue to the cheeks.",5.0,None,bronzer,"['Organic', 'Natural']"
460,cargo cosmetics,Cargo Cosmetics Swimmables Water Resistant Blush,29.0,None,"Cargo Cosmetics Swimmables Water Resistant Blush is a sweatproof, weatherproof blush has been tested by the make-up 
artists for Dancing With The Stars on the latest live tour.It's longwearing formula 
withstands moisture so you don’t have to fuss with re-application. 
Specially formulated with a unique silicone-coated powder that provides 
better adhesion to the skin and withstands water.  


Features:
Silicone coated pigments provide better adhesion to skin and withstand waterL-lysine , an amino acid found naturally in the skin, increases the 
long wearing and water resistant properties because of its natural 
affinity to skinShade Range: Ingredients: Talc, Octyldodecyl Stearate, Lauroyl Lysine, Dimethicone, Zinc Stearate,
 Methicone, Sodium Benzoate, Sodium Dehydroacetate, Benzethonium 
Chloride, Tocopheryl Acetate. May Contain: (+/-): Mica (CI 77019), 
Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499),
 Bismuth Oxychloride (CI 77163), Ultramarines (CI 77007), Manganese 
Violet (CI 77742), Red 7 Lake (CI 15850:1), Red 30 Lake (CI 73360), Red 
27 Lake (CI 45410), Yellow 5 Lake (CI 19140).",5.0,powder,blush,[]
459,mineral fusion,Mineral Fusion Blush,32.0,None,"Mineral Fusion Blush features luxuriously silky, triple-milled minerals that offer a natural flush of color to brighten the complexion and create a healthy, youthful glow. Includes a powerful blend of Pomegranate, White Tea, Red Tea and Sea Kelp, plus Vitamins C and E that defend skin against free radical damage for a healthy radiance. Free of Gluten, Parabens, Artificial Colors, Fragrances and Talc. Never-tested on animals. Hypo-allergenic.Ingredients: Mica, Zinc Stearate, Octyldodecyl Stearoyl Stearate, Titanium Dioxide (CI 77891), Caprylic/Capric Triglyceride, Tocopheryl Acetate (Vitamin E), Ascorbyl Palmitate (Vitamin C), Camellia Sinensis (White Tea) Leaf Extract, Aspalathus Linearis (Rooibos Red Tea) Leaf Extract, Punica Granatum (Pomegranate) Extract, Vitis Vinifera (Grape) Seed Extract, Laminaria Ochroleuca (Sea Kelp) Extract, Aloe Barbadensis (Aloe Vera) Extract, Lauroyl Lysine, Sambucus Nigra Fruit (Elderberry), Phenoxyethanol. MAY CONTAIN (+/-): Iron Oxides (CI 77491, 77492, 77499), Carmine (CI 75470), Ultramarine (CI 77007), Manganese Violet (CI 77742). ",5.0,powder,blush,"['Gluten Free', 'Natural']"
458,covergirl,CoverGirl Clean Glow Blush ,8.99,None,"Complete your Clean® look with a flush of lightweight, blendable color. 
This versatile 3-in-1 multi-shade compact lets you customize your color 
to create a radiant effect. Use just one color or all three!Features: 3-in-1 multi-shade compactLightweight, blendable flush of colorClean and natural lookHow to Apply:  Begin with the contour, or darkest, shade in your palette and apply to the hollow space below your cheekbones.
Apply the medium shade to the apples of your cheeks and sweep upwards toward the hairline.
For a youthful glow, highlight the tops of your cheeks with the lightest shade.
                            ",5.0,powder,blush,[]
456,physicians formula,Physicians Formula Nude Wear Glowing Nude Blush,15.99,None,"This natural, luxurious blush is so lightweight you'll never even feel it. Sheer coverage with a hint of luminosity delivers a lit-from-within blushing glow.Airy formula boosts skins natural luminosity, and allows skin’s natural radiance and color to shine through. A perfect blend of blush and complexion boosting tones brighten and enhance skin tone while adding a touch of naturally radiant color.Hypoallergenic. Fragrance-Free. Gluten Free. Paraben-Free. Non-Comedogenic. Dermatologist approved. ",4.0,powder,blush,['Gluten Free']
455,covergirl,CoverGirl Cheekers Blush ,6.99,None,"Blush's basic rules—it has to be easy, and it has to look natural. 
That's Cheekers. Each portable mini-compact gives you a sheer blush that
 goes on to stay true, stay for hours. It's the way to glow!Features: Stays for hoursEasy and naturalDermatologically-tested",5.0,powder,blush,[]
453,revlon,Revlon Powder Blush ,13.49,None,"Revlon Powder Blush is an ultra-soft, silky powder blush adds a natural flush of color to your 
cheeks and looks freshly applied all day. Enhance your complexion 
instantly.Features:Provides a natural flush of colour with a soft satin finishEnhances cheekbones instantlyEasy to blend, buildable colourAvailable in 9 amazing shades ",5.0,powder,blush,[]
452,maybelline,Maybelline Face Studio Master Hi-Light Light Booster Blush ,14.99,None,"Maybelline Face Studio Master Hi-Light Light Boosting blush formula has an expert 
balance of shade + shimmer illuminator for natural glow. Skin goes 
soft-lit with zero glitz.

		For Best Results: Brush over all shades in palette and gently sweep over 
cheekbones, brow bones, and temples, or anywhere light naturally touches
 the face.

		
	

                    ",5.0,powder,blush,[]
451,physicians formula,Physicians Formula Nude Wear Glowing Nude Blush ,15.99,None,"This natural, luxurious blush is so lightweight you'll never even feel 
it. Sheer coverage with a hint of luminosity delivers a lit-from-within 
blushing glow.Airy formula boosts skins natural luminosity, and allows skin’s natural radiance and color to shine through. A
 perfect blend of blush and complexion boosting tones brighten and 
enhance skin tone while adding a touch of naturally radiant color.Hypoallergenic. Fragrance-Free. Gluten Free. Paraben-Free. Non-Comedogenic. Dermatologist approved. ",4.0,powder,blush,['Gluten Free']
449,covergirl,CoverGirl Cheekers Blush,6.99,None,"Blush's basic rules—it has to be easy, and it has to look natural. 
That's Cheekers. Each portable mini-compact gives you a sheer blush that
 goes on to stay true, stay for hours. It's the way to glow!Features: Stays for hoursEasy and naturalDermatologically-tested",5.0,powder,blush,[]
448,almay,Almay Smart Shade Powder Blush,14.49,None,"Brighten up your complexion with smart shade™ powder blush. This lightweight, 
smooth formula glides on easily and evenly for a look of natural 
radiance. Three shades of bricked color swirl together to create the 
perfect blush shade for your skin.Application Tips: Swirl the brush across the top of the palette.  Sweep across the apples 
of your cheeks.  For an all-over glow, apply subtle strokes across the 
contours of your face.
            ",4.0,powder,blush,[]
447,l'oreal,L'Oreal Paris True Match,16.49,None,"True Match Blush flawlessly complements your skin's texture and tone and coordinates perfectly with True Match Makeup, Powder, and Concealer.Opti-Match technology creates uniquely true-to-life shades that flawlessly complement your skintone and undertone to perfection, leaving you with the most natural flush of colour imaginable.A unique Opti-BlendTM formula provides a skin-true texture that blends smoothly, never looks chalky or cakey.  Stays fresh and natural looking hour after hour.Oil-free, vitamin-rich, and non-comedogenic.",4.8,powder,blush,[]
446,physicians formula,Physicians Formula Happy Booster Glow & Mood Boosting Blush,15.99,None,"Physicians Formula Happy Booster™ Glow & Mood Boosting Blush ultra-soft and blendable blushing powder features a fresh and vibrant mix of blushing tones infused with a pop of colour to create a healthy glow. Multi-reflective pearls provide a soft iridescence to highlight contour and add radiance to cheeks. Infused with our Happy Boost Blend, featuring Happy Skin and Euphoryl, natural plant extracts which have been shown to promote a feeling of happiness by mimicking the effect of Endorphins and helping protect the skin from environmental stress. The sweet scent of Violet provides a feeling of joy each time you apply!Directions for Use: Using a soft powder brush, sweep over entire palette to evenly blend colors. Tap excess powder from brush before applying. Brush over cheeks to define and contour or apply right below cheekbones for a more defined dramatic look.Ingredients: Talc. Zea Mays (Corn) Starch. Dimethicone. Octyldodecyl Stearoyl Stearate. Zinc Stearate. Pentaerythrityl Tetraisostearate. Astrocaryum Murumuru Seed Butter. Helianthus Annuus (Sunflower) Seed Oil. Lecithin. Phytosteryl Canolate. Plukenetia Volubilis Seed Oil. Rhodiola Rosea Root Extract. Rosmarinus Officinalis (Rosemary) Leaf Extract. Theobroma Grandiflorum Seed Butter. Schinus Terebinthifolius Seed Extract. Palm Alcohol. Phenoxyethanol. Potassium Sorbate. Fragrance. May Contain: Carmine. Iron Oxides. Manganese Violet. Mica. Red 6. Red 7 Lake. Red 28 Lake. Red 30 Lake. Titanium Dioxide. Ultramarines. Yellow 5 Lake.Hypoallergenic. Non-comedogenic. Paraben-free. Dermatologist approved.​",4.7,powder,blush,['Gluten Free']
445,pure anada,Pure Anada Loose Mineral Luminous Blush,12.0,None,"Impart a healthy glow, with a Pure Anada luminous mineral blush!Learn how to make your own custom lip balm using your favourite shade with our easy DIY Lip Balm recipe on our blog, The Well!Shade Range: Ingredients: Mica,  Iron Oxides, Ultramarines, May contain: Titanium Dioxide",4.0,powder,blush,"['Canadian', 'Natural']"
444,physicians formula,Physicians Formula Mineral Wear Airbrushing Blush,15.49,None,"Physicians Formula Mineral Wear Airbrushing Blush is an ultra-fine mineral blush delivers a radiant pop of color with a flawless airbrushed finish.Directions: Buff on blush over cheekbones to define and contour or apply right below
 cheekbones for amore defined and dramatic look. For the most even 
application, be sure to tap excess powder from brush before applying.Ingredients: Mica, Boron Nitride, Zinc Stearate, Lauroyl Lysine, Tricaprylin, 
Magnesium Silicate, Camellia Oleifera Leaf Extract, Chamomilla Recutita 
(Matricaria) Flower Extract, Ginkgo Biloba Leaf Extract, Panax Ginseng 
Root Extract, Carthamus Tinctorius (Safflower) Seed Oil, Tocopheryl 
Acetate, Retinyl Palmitate, Ascorbyl Palmitate, Chlorphenesin, Potassium
 Sorbate, Sodium Dehydroacetate, May Contain: Iron Oxides, Titanium 
Dioxide, Zinc OxideHypoallergenic. Fragrance-Free. Paraben-Free. Gluten Free.  Dermatologist approved. Non-Comedogenic.",4.8,powder,blush,['Gluten Free']
443,covergirl,CoverGirl Instant Cheekbones Contouring Blush,7.99,None,"Want great bone structure? Instant Cheekbones Contouring Blush lets you 
create them instantly and easily. Each compact contains three expertly 
coordinated shades that add natural-looking contour, so you can look 
like you were born with great cheekbones, anytime!Features:​3 Complementary skin-flushed shades contour your cheekbonesLightweightDermatologically testedBlendable",3.3,powder,blush,[]
